WAR_NAME_JACOBINIST_REVOLUTION;$ORDER$ Jacobinist Revolution of $OTHER_TITLE$;;;;;;;;;x
CB_NAME_JACOBINIST_REVOLUTION_CON;Continue the Revolution;;;;;;;;;x
WAR_NAME_JACOBINIST_REVOLUTION_CON;$ORDER$ Jacobinist Revolution of $SECOND_ADJ$ [Title.GetBaseName];;;;;;;;;x
CB_NAME_RESTORE_REPUBLIC_BOARDERS;Restore the Borders of [Title.GetBaseName];;;;;;;;;x
WAR_NAME_RESTORE_REPUBLIC_BOARDERS;$ORDER$ Restoration of the Borders of $OTHER_TITLE$;;;;;;;;;x
CB_NAME_SPREAD_REVOLUTION;[Attacker.GetCBSRName] [Title.GetBaseName];;;;;;;;;x
WAR_NAME_SPREAD_REVOLUTION;$ORDER$ [Attacker.GetWARSRName] $OTHER_TITLE$;;;;;;;;;x
CB_NAME_JACOBINIST_SEIZE;Seize [Title.GetBaseName];;;;;;;;x
WAR_NAME_JACOBINIST_SEIZE;$ORDER$ $SECOND_ADJ$ Seizure of $OTHER_TITLE$;;;;;;;;x
CB_NAME_TAKE_COMETEE;Secure [Title.GetBaseName];;;;;;;;x
WAR_NAME_TAKE_COMETEE;War for $OTHER_TITLE$;;;;;;;;x
CB_NAME_ESTABLISH_REPUBLIQUE;Establish the Republiqúe of [Title.GetBaseName];;;;;;;;;;;;;x
WAR_NAME_ESTABLISH_REPUBLIQUE;$ORDER$ Establishment of the Republiqúe of $OTHER_TITLE$;;;;;;;;;;;;;x
CB_NAME_AWEKEN_PEOPLE;Awaken the People of [Title.GetBaseName];;;;;;;;;;;;;x
WAR_NAME_AWEKEN_PEOPLE;$ORDER$ Awakening of People of $OTHER_TITLE$;;;;;;;;;;;;;x
take_cometee_desc;§Y[Root.GetTitledFirstName]§! has proven that [Root.GetSheHe] is dedicated to Madame Guillotine, therefore [Root.GetSheHe] would be a better protector of Jacobinism.;;;;;;;;x
jacobinist_county_conquest_desc;Jacobinists can conquer single border counties without specific reasons.;;;;;;;;x
jacobinist_ducal_conquest_desc;Jacobinists can seize duchies from each other without specific reasons at the cost of §Y100§! Piety.;;;;;;;;x
jacobinist_start_of_revolution_invasion_desc;Fairly weak Jacobinist rulers can start a revolution for a kingdom at the cost of §Y500§! Prestige once in a lifetime.;;;;;;;;x
jacobinist_continue_revolution_invasion_desc;Leaders of successful Jacobinist revolution can continue them.;;;;;;;;x
jacobinist_restore_republic_boarders_desc;Jacobinists can start a war for all of the de jure land of a held kingdom at the cost of §Y100§! Piety.;;;;;;;;x
jacobinist_spread_revolution_desc;[Root.Religion.GetName]s can spread the revolution to new realms unlimited times but these states won't have any obligations to their liberators.;;;;;;;;x
trotskyite_spread_revolution_desc;[Root.Religion.GetName]s can spread the revolution to new realms unlimited times but these states won't have any obligations to their liberators.;;;;;;;;x
religious_new_republic_cb_succ_tip;The §Y[This.GetFullBaseName]§! will be liberated under a new ruler of the §Y[Root.Religion.GetName]§! religion!;;;;;;;;x
can_continue_revolution_tip;§Y[Root.GetTitledFirstName]§! can continue the Revolution of §Y[This.GetBaseName]§!!;;;;;;;;x
REVOLUTIONARY_KINGDOM;[new_ruler.GetRandomFreeTag] [Prev.GetName];;;;;;;;;x
jacobinist_liberated_me;Supported My Revolution;;;;;;;;;x
successful_revolution;Successful Revolution;;;;;;;;;x
failed_revolution;Failed Revolution;;;;;;;;;x
continued_revolution;Continued Revolution;;;;;;;;;x
baron_jacobinist;Represéntant;;;;;;;;;x
count_jacobinist;Conseíller;;;;;;;;;x
duke_jacobinist;Directeúr;;;;;;;;;x
king_jacobinist;Presídent;;;;;;;;;x
emperor_jacobinist;Presídént;;;;;;;;;x
baron_female_jacobinist;Represéntante;;;;;;;;;x
count_female_jacobinist;Conseíllere;;;;;;;;;x
duke_female_jacobinist;Directríce;;;;;;;;;x
king_female_jacobinist;Presídente;;;;;;;;;x
emperor_female_jacobinist;Presídénte;;;;;;;;;x
barony_of_jacobinist;Distriquet of ;;;;;;;;;x
county_of_jacobinist;Municípalite of ;;;;;;;;;x
duchy_of_jacobinist;Departemént of ;;;;;;;;;x
kingdom_of_jacobinist;Republiqúe of ;;;;;;;;;x
empire_of_jacobinist;Cónfederation of ;;;;;;;;;x
city_baron_jacobinist;Represéntant;;;;;;;;;x
city_count_jacobinist;Conseíller;;;;;;;;;x
city_duke_jacobinist;Directeúr;;;;;;;;;x
city_king_jacobinist;Presídent;;;;;;;;;x
city_emperor_jacobinist;Presídént;;;;;;;;;x
city_baron_female_jacobinist;Represéntante;;;;;;;;;x
city_count_female_jacobinist;Conseíllere;;;;;;;;;x
city_duke_female_jacobinist;Directríce;;;;;;;;;x
city_king_female_jacobinist;Presídente;;;;;;;;;x
city_emperor_female_jacobinist;Presídénte;;;;;;;;;x
city_barony_of_jacobinist;Distriquet of ;;;;;;;;;x
city_county_of_jacobinist;Municípalite of ;;;;;;;;;x
city_duchy_of_jacobinist;Departemént of ;;;;;;;;;x
city_kingdom_of_jacobinist;Republiqúe of ;;;;;;;;;x
city_empire_of_jacobinist;Cónfederation of ;;;;;;;;;x
jacobinist_FEATURES;§Y*§! Instead of Holy Wars, Jacobinist rules have access to a unique set of Casus Bellis (County Conquests, Seize same faith Duchies, Spread the Revolution and start Revolution).\n§Y*§! Can make sacrifices to Madame Guillotine and lose Piety if they don't do it for a long time.\n§Y*§! Model Citizens can start war for The Comíte de Salut Publique.;;;;;;;;;x
JFORDDD;You begin to examine the blood drops in the basket. You recognise some rather special holy symbols in it, so you immediately declare the message of the goddess: "Madame Guillotine desires a young French girl, named Élodie, living near Paris, and chosen me to fulfill her demand." The crowd impatiently waits for my response.;;;;;;;x
JFORDDA;I will find her for you, Madame Guillotine!;;;;;;;;;x
JFORDDB;I would rather not waste my time with it.;;;;;;;;;x
EVTNAMEJB4;Sacrifice to the Madame;;;;;;;;;x
jacobinist_peasant_unrest;Jacobinist Peasant Unrest;;;;;;;;;x
