EVTDESCYUGO2;Now that you have decided to support the Propiciater against the rebels, you should think about how precisely you intend to deal with this problem. The preacher and his associates are rapidly gaining followers, and we must act quickly if we are to stem this tide.;;;;;;;;;x,,,,,,,,
EVTOPTA_yugoslav.2;Ban his movement and arrest his followers!;;;;;;;;;x,,,,,,,,,,
EVTOPTB_yugoslav.2;Write and disseminate a theological treatise thoroughly refuting him;;;;;;;;;x,,,,,,,,,,
EVTOPTC_yugoslav.2;On second thoughts, this seems hard. Just give a token statement of support.;;;;;;;;;x,,,,,,,,,
EVTNAMEYUGO3;Mild Discontent;;;;;;;;;x,,,,,,,,,,
EVTDESCYUGO3;Your efforts have borne fruit - the preacher's followers have started to dry up, and it seems that people are slowly coming around to your way of seeing things. While it will take many decades for peace to truly return, all you have to do now is wait out the rebels.;;;;;;;;;x,,,,,,,,
EVTOPTA_yugoslav.3;This is about as good as we could've hoped for.;;;;;;;;;x,,,,,,,,,,
EVTNAMEYUGO4;A Fire of Discontent;;;;;;;;;x,,,,,,,,,,
EVTDESCYUGO4;Your attempts have been successful - in part. You have managed to stamp out the worst centres of the rebellion, but they retain widespread popular support, and your actions have alienated the commonfolk. It will be many years before this settles down, and who knows what his followers might be inspired to do in the meantime?;;;;;;;;;x,,,,,,,
EVTOPTA_yugoslav.4;We will endure this.;;;;;;;;;x,,,,,,,,,,
EVTNAMEYUGO5;A Firestorm of Discontent;;;;;;;;;x,,,,,,,,,,
EVTDESCYUGO5;Disaster! Your attempts to counteract the preacher have completely backfired, and now his teachings are spreading all over the Empire! You'll have to hold on for dear life if you want to survive...;;;;;;;;;x,,,,,,,,,
EVTOPTA_yugoslav.5;Why did we even start this stupid religion?;;;;;;;;;x,,,,,,,,,,
EVTNAMEYUGO6;The Truth, At Last;;;;;;;;;x,,,,,,,,,
EVTDESCYUGO6;Finally, you have the opportunity to rid yourself of the ghastly joke that is Yugoslavism. But what religion do you truly follow, then?;;;;;;;;;x,,,,,,,,
EVTOPTA_yugoslav.6;The Holy Orthodox Faith.;;;;;;;;;x,,,,,,,,,,
EVTOPTB_yugoslav.6;The Holy Catholic Faith;;;;;;;;;x,,,,,,,,,,
EVTOPTC_yugoslav.6;I follow the words of the Prophet;;;;;;;;;x,,,,,,,,,,
,,,,,,,,,,
EVTNAMEYUGO8;Triumph of Yugoslavism;;;;;;;;;x,,,,,,,,,,
EVTDESCYUGO8;Despite the challenges that it has faced, the Yugoslavist faith has stood resolute, never allowing the forces of sedition or rebellion to overwhelm it. By now, the energies of the rebels have been exhausted, and people have come to accept that the faith will not be gotten rid of. This represents a major shift, as the people of the Balkans are now more or less content to let the Yugoslavist church rule over them, at least in the public sphere. In addition, for the first time, groups of people who seem to sincerely believe in Yugoslavism have come forth, and have established religious communities and making themselves part of Balkan life. Perhaps in the future, Yugoslavism will no longer be treated as a joke?;;;;;;;;;x
EVTOPTA_yugoslav.8;A Triumph Indeed!;;;;;;;;;x,,,,,,,,,,
EVTOPTB_yugoslav.8;We'll finally have peace now.;;;;;;;;;x,,,,,,,,,,
EVTOPTC_yugoslav.8;Our poor Christian brothers!;;;;;;;;;x,,,,,,,,,,
EVTOPTD_yugoslav.8;May Allah destroy them!;;;;;;;;;x,,,,,,,,,,
EVTOPTE_yugoslav.8;Who?;;;;;;;;;x,,,,,,,,,,
EVTNAMEYUGO9;Survival of Yugoslavism;;;;;;;;;x,,,,,,,,,,
EVTDESCYUGO9;Despite the challenges that it has faced, the Yugoslavist faith has stood resolute. Despite the chaos that has consumed the Balkans, it has maintained its hold over the core of the Empire, and people are now willing to, at the very least, go back to pretending to believe in it publically.;;;;;;;;;x,,,,,
EVTOPTA_yugoslav.9;A Triumph Indeed!;;;;;;;;;x,,,,,,,,,,
EVTOPTB_yugoslav.9;We'll finally have peace now.;;;;;;;;;x,,,,,,,,,,
EVTOPTC_yugoslav.9;Our poor Christian brothers!;;;;;;;;;x,,,,,,,,,,
EVTOPTD_yugoslav.9;May Allah destroy them!;;;;;;;;;x,,,,,,,,,,
EVTOPTE_yugoslav.9;Who?;;;;;;;;;x,,,,,,,,,,
EVTNAMEYUGO10;Death of Yugoslavism;;;;;;;;;x,,,,,,,,,,
EVTDESCYUGO10;It is finally over. The sham church established by the Yugoslavian Emperor is finished. Nobody attends its ceremonies, instead flocking to Churches and Mosques. Nobody listens to [Root.GetTitledName]'s pronouncements, and even the Empire itself is no longer formally Yugoslavist. Today, [Root.GetTitledName], seeing the complete lack of relevance that Yugoslavism had to the Balkans, formally laid down his symbols of office, and resigned. Nobody appointed a successor.;;;;;;;;;x,,,,
EVTOPTA_yugoslav.10;Oh no!;;;;;;;;;x,,,,,,,,,,
EVTOPTB_yugoslav.10;What a horrible tragedy!;;;;;;;;;x,,,,,,,,,,
EVTOPTC_yugoslav.10;Gloria In Excelsis Deo!;;;;;;;;;x,,,,,,,,,,
EVTOPTD_yugoslav.10;The Will of God is irresistable;;;;;;;;;x,,,,,,,,,,
EVTOPTE_yugoslav.10;Who?;;;;;;;;;x,,,,,,,,,,
EVTNAMEYUGO11;Crusader Kings;;;;;;;;;x,,,,,,,,,,
EVTDESCYUGO11;In recent years, the Yugoslavist religion has been greatly strengthened by the actions of wise and faithful rulers. The faith's power has grown so much that [Root.GetTitledName] has decided that they should direct their efforts outwards, for the world is still filled with heathen darkness, and the Yugoslavist faithful must bring the light to these benighted souls. This marks the beginning of a new era, when Yugoslavists will go on Crusade.;;;;;;;;;x,,,,,,
EVTOPTA_yugoslav.11;Our Realm Will Expand!;;;;;;;;;x,,,,,,,,,,
EVTOPTB_yugoslav.11;Deus Vult!;;;;;;;;;x,,,,,,,,,,
EVTOPTC_yugoslav.11;These ridiculous syncretists must be stopped!;;;;;;;;;x,,,,,,,,,,
EVTOPTD_yugoslav.11;Curse those Giaours!;;;;;;;;;x,,,,,,,,,,
EVTOPTE_yugoslav.11;Foolish Christians!..they are Christians, right?;;;;;;;;;x,,,,,,,,,
EVTNAMEYUGO12;The Fickle Finger Of Fate;;;;;;;;;x,,,,,,,,,,
EVTDESCYUGO12;You have decided to take no action against the troublesome preachers. Whatever happens now is entirely out of your hands.;;;;;;;;;x,,,,,,,,,,
EVTOPTA_yugoslav.12;So be it;;;;;;;;;x,,,,,,,,,,
EVTNAMEYUGO13;The Car Demands Your Obedience;;;;;;;;;x,,,,,,,,,,
EVTDESCYUGO13;With the triumph of the Yugoslavist religion, [From.GetTitledName] has ordered that all of his subjects should convert, and give up their old faiths. No leeway is given in this matter - anyone who refuses to convert will be considered the enemy of the Crown.;;;;;;;;;x,,,,,,,,
EVTOPTA_yugoslav.13;I will accept Yugoslavism.;;;;;;;;;x,,,,,,,,,,
EVTOPTB_yugoslav.13;I will say the words, but I will keep my true faith in secret.;;;;;;;;;x,,,,,,,,,
EVTOPTC_yugoslav.13;Never!;;;;;;;;;x,,,,,,,,,,
EVTNAMEYUGO15;Order of St Tito;;;;;;;;;x,,,,,,,,,,
EVTDESCYUGO15;With the consolidation of the Yugoslavist faith, monastic orders have been formed for the defense and propagation of the religion. One of these is a group of pious knights who have joined together for the defense of Yugoslavism against its many enemies. They refuse to fight other Yugoslavists, and work tirelessly to defend the faithful from their many enemies.;;;;;;;;;x,,,,,,,,
EVTOPTA_yugoslav.15;At last we have our own protectors.;;;;;;;;;x,,,,,,,,,,
EVTOPTB_yugoslav.15;They are still infidels!;;;;;;;;;x,,,,,,,,,,
EVTOPTC_yugoslav.15;Poor deluded fools;;;;;;;;;x,,,,,,,,,,
balkaner_secret_religion;Secretly Adopt Ancient Faith;;;;;;;;;x,,,,,,,,,,
balkaner_secret_religion_desc;Though I've been forced to follow the Yugoslavist absurdity in public, behind closed doors, the faith of my ancestors still calls to me.;;;;;;;;;x,,,,,,,,
balkaner_abandon_jugo;Abandon Yugoslavism;;;;;;;;;x,,,,,,,,,,
balkaner_abandon_jugo_desc;Now that the Emperor no longer forces his ridiculous religion on you, you are finally free to return to the faith of your ancestors.;;;;;;;;;x,,,,,,,,,
strengthen_jugoslavism;Strengthen Yugoslavism;;;;;;;;;x,,,,,,,,,,
strengthen_jugoslavism_desc;With the expansion of Yugoslavist lands and the strengthening of the faith, a springtime of growth has come upon the Church. With your patronage, the Yugoslavist religion can grow even larger, founding monastic and knightly orders, as well as start Crusades to spread the faith abroad.;;;;;;;;;x,,,,,,
d_jugo_order;Knights of St. Tito;;;;;;;;;x,,,,,,,,,,
yugo_crisis_supported;Yugoslav Crisis;;;;;;;;;x,,,,,,,,,,
yugo_crisis_did_nothing;Yugoslav Crisis;;;;;;;;;x,,,,,,,,,,
yugo_crisis_abandoned;Yugoslav Crisis;;;;;;;;;x,,,,,,,,,,
yugo_crisis_changed_mind;Empty Words;;;;;;;;;x,,,,,,,,,,
EVTTOOLTIPVIOLENTYUGO;The successfulness of this strategy will depend on your §YIntrigue§! and §YMartial§! Stats.;;;;;;;;;x,,,,,,,,,,
EVTTOOLTIPREASONYUGO;The successfulness of this strategy will depend on your §YDiplomacy§! and §YLearning§! Stats.;;;;;;;;;x,,,,,,,,,,
EVTOPTB_yugoslav.12;Uh-oh…;;;;;;;;;x,,,,,,,,,,
,,,,,,,,,,
FAMILY_ATTR_RELIGION;Family is Sacred;;;;;;;;;x,,,,,,,,,,
religion_pronatal;Large Families;;;;;;;;;x,,,,,,,,,,
tooltip_religion_feature_fertility_bonus;§GFertility Bonus§!;;;;;;;;;x,,,,,,,,,,
tooltip_religion_feature_dynasty_bonus;§GFamily members think better of each other§!;;;;;;;;;x,,,,,,,,,,
tooltip_religion_feature_improve_children;§GCan influence younger §YClose Relatives§! §!;;;;;;;;;x,,,,,,,,,,
tooltip_religion_feature_love_likely;Spouses more likely to fall in love;;;;;;;;;x,,,,,,,,,,
religion_pronatal_desc;There is nothing more sacred than the bond between man and wife, or the bond between parents and children. As the gods form one harmonious family, so should our families be peaceful, plentiful, and harmonious.;;;;;;;;;x,,,,,,
thelemic_reformed_opinion;Thelemic Opinion;;;;;;;;;x,,,,,,,,,,
,,,,,,,,,,
#Nobelian Event Scripted Loc,,,,,,,,,,
nobelian16Desc;[NobelianEvent16Desc];;;;;;;;;x,,,,,,,,,,
EVTOPTA_nobelian16;Affirmative;;;;;;;;;x,,,,,,,,,,
scrapKey;Your team has returned with a handful of Old World scrap - the rusted out but still somewhat remarkable metallic building materials of the Ancients.;;;;;;;;;x,,,,,,,,,,
glassKey;Your team has returned with a piece of Old World glass. Though it is merely a fragment,it is far clearer and stronger than anything modern smiths can reproduce.;;;;;;;;;x,,,,,,,,,
spectaclesKey;Your team has returned with a mangled tangle of metallic wire with two circular hoops on the front. Legends say that these machines helped the Ancients restore their sight, but it's never been entirely clear how.;;;;;;;;;x,,,,,,,,,
chemicalKey;Your team has returned with a box full of chemicals and reagants from an Old World stockpile. Though you're not entirely sure how to make best use of them, they'll surely be of some use.;;;;;;;;;x,,,,,,,,,
fragmentKey;Your team has returned with a few sheaves of paper from a disintegrated Old World text. If only you could decipher it, what wisdom might be contained within?;;;;;;;;;x,,,,,,,,,
machineKey;Your team has returned with a piece of fantastic Old World machinery - though completely broken and defunct, of course.;;;;;;;;;x,,,,,,,,,
does_not_hold_special_empire;Does not hold any special title;;;;;;;;;x,,,,,,,,,,
cslewis;Allows conversion to the Novelist religion\nIncreases conversion speed of Novelist provinces to your religion \n Increase conversion speed of provinces to Novelist;;;;;;;;;x,,,,,,,,,,
lion_witch_wardrobe;The Tale of the Lion and the Witch;;;;;;;;;x,,,,,,,,,,
lion_witch_wardrobe_desc;This ancient tome appears to be a lost Novelist tale. While some of its elements correspond to parts of The Novel, it also contains many elements foreign to the sacred canon. Novelists are divided on whether this counts as a lost revelation or a devious heresy.;;;;;;;;;x,,,,,,,,,
lewis_conversion;Convert to Novelism;;;;;;;;;x,,,,,,,,,,
lewis_conversion_desc;The Book that I carry with me tells such a fantastic and wonderful story. Is this really what the Novelists believe? Perhaps their religion is more noble than I had ever thought..?;;;;;;;;;x,,,,,,,,,,
guillotines_for_a_humane_society;On The Revolution;;;;;;;;;x,,,,,,,,,,
guillotines_for_a_humane_society_desc;This book describes the secret teachings of the Jacobonist sect. Passed down from generation to generation, only the Dictator Himself is supposed to read it.;;;;;;;;;x,,,,,,,,,
jacobinist_conversion_book;Accept the Ideals of the Revolutions;;;;;;;;;x,,,,,,,,,,
jacobinist_conversion_book_desc;The secret doctrine of the Jacobinists seethes through my mind. I am convinced it must be true! I must set to work at once.;;;;;;;;;x,,,,,,,,,,
the_jungle_book;The Trials of Rikki-Tikki-Tavi and The Gods of the Copybook Headings;;;;;;;;;x,,,,,,,,,,
the_jungle_book_desc;This book, written by an ancient British holy man, details the adventures of the British in India. Though not regarded as scriptural, it is respected nearly as much as the canonical Thelemic texts.;;;;;;;;;x,,,,,,,
kipling_morality_book;Learn Virtue;;;;;;;;;x,,,,,,,,,,
kipling_morality_book_desc;The tome that I possess enthralls me with its depiction of the ruin caused by immorality and the glory of virtue. I ought to study it more carefully, so as to become a better person.;;;;;;;;;x,,,,,,,,,
the_divine_comedy;The Divine Comedy;;;;;;;;;x,,,,,,,,,,
the_divine_comedy_desc;Beloved for over a thousand years, this work illustrates Christian theology by imagining the author's journey through Hell, Purgatory, and then Heaven.;;;;;;;;;x,,,,,,,
dante_morality_book;Lessons of Dante;;;;;;;;;x,,,,,,,,,,
dante_morality_book_desc;The Divine Comedy contains many revealing descriptions of the punishment of sin and the reward of virtue. Perhaps a deep reading of it will inspire me to a higher moral life.;;;;;;;;;x,,,,,,,,,,
plato;The Essential Plato;;;;;;;;;x,,,,,,,,,,
plato_desc;This massive collection of essays and Socratic dialogues contains the philosophy and thought of Plato, one of the greatest philosophers of history, believed by many Hellenics to have been a god.;;;;;;;;;x,,,,,,,,
penicillin;Panacea;;;;;;;;;x,,,,,,,,,,
penicillin_desc;Created by the Ancient Laureates, this recipe tells how to create medicines that can cure nearly any disease. Whoever rediscovered this is truly a great scholar, worthy of becoming a Laureate themselves.;;;;;;;;;x,,,,,,,,
take_penicillin;Take Panacea;;;;;;;;;x,,,,,,,,,,
take_penicillin_desc;The wondrous powers of the Panacea may well cure my disease - but it isn't guaranteed to work.;;;;;;;;;x,,,,,,,,,,
nitroglycerine;Peddler's Fire;;;;;;;;;x,,,,,,,,,,
nitroglycerine_desc;Peddler's Fire, spoken of in hushed and terrified whispers, is the very tool of the Merchant of Death Himself. This recipe tells how to create that ancient and deadly reagant, capable of blasting man and stone alike to tiny pieces with but a small flame.;;;;;;;;;x,,,,,,,
morphine;Aelixir Vitae;;;;;;;;;x,,,,,,,,,,
morphine_desc;This legendary elixir, when ingested, has the power to make a man nearly immune to pain, and can increase his hardiness of body, alertness of mind, and shrewdness of judgment. Yet beware - every legend that mentions the Elixir inevitably ends with its user destroying himself through addiction.;;;;;;;;;x,,,,,
take_morphine;Ingest The Elixir;;;;;;;;;x,,,,,,,,,,
take_morphine_desc;The Elixir will give me power - I just need to be wary of the risks...;;;;;;;;;x,,,,,,,,,,
morphine_active;Aelixir;;;;;;;;;x,,,,,,,,,,
morphine_safety_timer;Aelixir safety timer;;;;;;;;;x,,,,,,,,,,
morphine_safety_timer_desc;If you take the Aelixir before this modifier expires, there will be consequences...;;;;;;;;;x,,,,,,,,,
morphine_overdose;Aelixir Overdose;;;;;;;;;x,,,,,,,,,,
morphine_addiction;Aelixir Addiction;;;;;;;;;x,,,,,,,,,,
mystic_insight;Mystical Insight;;;;;;;;;x,,,,,,,,,,
mystic_insight_desc;This is a vague notion that I can recall from my mystical experiences.;;;;;;;;;x,,,,,,,,,,
mystic_tome;Mystical Tome;;;;;;;;;x,,,,,,,,,,
mystic_tome_desc;This is a compilation of mystical experiences, written down on sheepskin and preserved for posterity.;;;;;;;;;x,,,,,,,,,
scrap;Ancient Scrap;;;;;;;;;x,,,,,,,,,,
scrap_desc;The flotsam and jetsam of the Ancients. Much of this was at one point part of the buildings and engines of the Old World.;;;;;;;;;x,,,,,,,,,,
spectacles;Eyeglasses;;;;;;;;;x,,,,,,,,,,
spectacles_desc;This device allows those with malfunctioning eyes to see more clearly.;;;;;;;;;x,,,,,,,,,,
glass;Piece of Glass;;;;;;;;;x,,,,,,,,,,
glass_desc;A fragment of glass from the Old World. Though the art of glassblowing is still practised, modern artisans cannot produce anything of equal quality, clarity, or durability.;;;;;;;;;x,,,,,,,
broken_machine;Broken Machine;;;;;;;;;x,,,,,,,,,,
broken_machine_desc;A shattered, non-functional piece of Old World machinery. A subject of intense interest to scholars. If only it could be made to work again...;;;;;;;;;x,,,,,,,,,
repaired_machine;Repaired Machine;;;;;;;;;x,,,,,,,,,,
repaired_machine_desc;Extensive effort has managed to get this machine to move again. Unfortunately, it doesn't actually do anything useful. Oh well, at least it's impressive!;;;;;;;;;x,,,,,,,,
ancient_chemicals;Chemicals;;;;;;;;;x,,,,,,,,,,
ancient_chemicals_desc;Chemicals, either collected from an Old World laboratory or created from natural ingredients following ancient recipes.;;;;;;;;;x,,,,,,,,,
manuscript_fragment;Manuscript Fragment;;;;;;;;;x,,,,,,,,,,
manuscript_fragment_desc;A fragment from an Ancient tome. Piecing together enough of these might allow you to create something of value. If you're very lucky, it might even be the original text of a single book!;;;;;;;;;x,,,,,,,,,
instructions;Blue Print;;;;;;;;;x,,,,,,,,,,
instructions_desc;These plans, written under mystical influence on paper painstakingly coated with expensive blue paint, hold the plans to an Old World design or theorem of some kind. Probably.;;;;;;;;;x,,,,,,,,
partial_manuscript;Partial Manuscript;;;;;;;;;x,,,,,,,,,,
partial_manuscript_desc;The beginnings of a manuscript - a few scattered pages here and there. Perhaps several of these together could form a coherent whole?;;;;;;;;;x,,,,,,,,,,
totem_2;Military Gewgaw;;;;;;;;;x,,,,,,,,,,
totem_2_desc;A mish-mash of Old World gun fragments, bullet casings, and symbols of war. This mystic totem is believed to increase its bearer's prowess in the art of war.;;;;;;;;;x,,,,,,,,
totem_1;Glass-Screen Gewgaw;;;;;;;;;x,,,,,,,,,,
totem_1_desc;This mystic totem is created from Old World technology. The strange, boxes with glass screens have always puzzled us, but it is believed that they helped Ancient Man to speak well, and it is also believed that this magic rubs off on the wielder of this totem.;;;;;;;;;x,,,,,,,
totem_3;Mathematical Gewgaw;;;;;;;;;x,,,,,,,,,,
totem_3_desc;This mystic totem is created from the remains of an Old World adding device. It is widely believed that it helps the wearer do arithmetic in their head more quickly.;;;;;;;;;x,,,,,,,,,,
totem_4;Sinister Totem;;;;;;;;;x,,,,,,,,,,
totem_4_desc;This mystic totem is created from Old World wreckage and detritus. It is believed to make the user wiser and more devious.;;;;;;;;;x,,,,,,,,,,
theorem;Arcane Speculation;;;;;;;;;x,,,,,,,,,,
theorem_desc;This work describes a mystical conjecture, created while under the effects of an otherworldly experience.;;;;;;;;;x,,,,,,,,,
germ_theory;On The Invisible World, Book One;;;;;;;;;x,,,,,,,,,
germ_theory_desc;This legendary work, created while under direct inspiration from Nobel himself, describes the invisible demons that cause disease and decay, as well as the rituals capable of banishing them.;;;;;;;;;x,,,,,,,
atomic_theory;On The Invisible World, Book Two;;;;;;;;;x,,,,,,,,,
atomic_theory_desc;This legendary work, created while under direct inspiration from Nobel himself, describes the occult forces that lurk within the natural world, who can be tapped into to gain nearly limitless power - though there is always a risk of them slipping their bonds and killing their summoners.;;;;;;;;;x,,,,,,,
electrical_theory;On The Invisible World, Book Three;;;;;;;;;x,,,,,,,,,
electrical_theory_desc;This legendary work, created while under direct inspiration from Nobel himself, tells of the secret spirits that create lightning, as well as telling much of how the Ancients trapped them to light and power their civilisation.;;;;;;;;;x,,,,,,,
teapot;Ornate Teapot;;;;;;;;;x,,,,,,,,,,
teapot_desc;What a beautiful example of ancient British artisanship. What did they use it for, though?;;;;;;;;;x,,,,,,,,,
teacup;Ornate Teacup;;;;;;;;;x,,,,,,,,,,
teacup_desc;This frail and elegant cup seems to be used by the British aristocracy for some drinking ritual or other.;;;;;;;;;x,,,,,,,,,,
teaset;Ornate Tea Set;;;;;;;;;x,,,,,,,,,,
teaset_desc;This beautiful and very expensive teaset is the envy of every noble family in the British Isles.;;;;;;;;;x,,,,,,,,,,
beer_recipe_fragment;Beer Recipe Fragment;;;;;;;;;x,,,,,,,,,,
beer_recipe_fragment_desc;This scrap of paper contains a small piece of an ancient German recipe for a beer far superior to any that modern techniques can produce.;;;;;;;;;x,,,,,,,,,,
beer_recipe:Antique Lager Recipe;;;;;;;;;x,,,,,,,,,,
beer_recipe_desc;This ancient recipe allows you to create beer far superior to anything modern brewers are capable of. Guard it with your life.;;;;;;;;;x,,,,,,,,,,
artillery_book_fragment;Piece of an Ancient Ballistic Manual;;;;;;;;;x,,,,,,,,,,
artillery_book_fragment_desc;This is a small scrap of an ancient manual describing how to make siege engines and explosives.;;;;;;;;;x,,,,,,,,,,
artillery_book;On The Arte and Skill of Bomb-Making;;;;;;;;;x,,,,,,,,,,
artiller_book;This ancient manual explains in great detail how to create powerful bombs and siege engines. Unfortunately, much of its advice is difficult to understand, but at least some of it can be made use of.;;;;;;;;;x,,,,,,,,
tesla_coil_piece;Fragment of a Tesla Coil;;;;;;;;;x,,,,,,,,,,
tesla_coil_piece_desc;This is a piece of a strange ancient machine whose purpose is unknowable.;;;;;;;;;x,,,,,,,,,,
tesla_coil;Tesla Coil;;;;;;;;;x,,,,,,,,,,
tesla_coil_desc;This is an ancient machine capable of harnessing the power of lightning.;;;;;;;;;x,,,,,,,,,,
###NOBELIAN EVENTS###,,,,,,,,,,
nobelian1Desc;The secrets of the ancients are many and deep. Plumbing their mystic depths is very difficult even for the most dedicated scholar. Yet, if I ever wish to be counted among the Laureates, I must delve nonetheless.;;;;;;;;;x,,,,,,,,
EVTOPTA_nobelian1;I will search for a mentor to help me.;;;;;;;;;x,,,,,,,,,,
EVTOPTB_nobelian1;I will do it myself!;;;;;;;;;x,,,,,,,,,,
EVTOPTC_nobelian1;My mentor will aid me on the difficult path.;;;;;;;;;x,,,,,,,,,,
nobelian2Desc;The men I sent out to search for a mentor have returned with a skilled scholar-mystic. They ask for a substantial sum of gold in exchange for serving me.;;;;;;;;;x,,,,,,,,,,
EVTOPTA_nobelian2;A fair price.;;;;;;;;;x,,,,,,,,,,
EVTOPTB_nobelian2;Ridiculous! Away with you!;;;;;;;;;x,,,,,,,,,,
nobelian3Desc;My men have returned with a skilled scholar and mystic. They've agreed to serve me," but only on the condition that I ""promise to give them whatever they desire"," without exception"" at an unspecified future date.;;;;;;;;;x",,,,,,,,
EVTOPTA_nobelian3;What's the worst that could happen?;;;;;;;;;x,,,,,,,,,,
EVTOPTB_nobelian3;Are you insane?;;;;;;;;;x,,,,,,,,,,
nobelian4Desc;My search party has returned with a skilled scholar-mystic. However, the price they are asking is…rather extreme. They seem to demand a piece of my own flesh to serve me.;;;;;;;;;x,,,,,,,,,
EVTOPTA_nobelian4;If this is the price of immortal wisdom...;;;;;;;;;x,,,,,,,,,,
EVTOPTB_nobelian4;Get away from me and my family. In fact, exile this freak!;;;;;;;;;x,,,,,,,,,
nobelian5Desc;I will delve into the mysteries of the [Root.GetReligion] religion, and bring wisdom back from the Old World to the benighted modern man. As I enter the sacred sauna, the attendants prepare the special herbs, as I prepare to divine the Will of Nobel.;;;;;;;;;x,,,,,,,
EVTOPTA_nobelian5;A Master like me can be assured of success.;;;;;;;;;x,,,,,,,,,,
EVTOPTB_nobelian5;My learning gives me confidence, but success is never certain.;;;;;;;;;x,,,,,,,,,
EVTOPC_nobelian5;Here goes nothing.;;;;;;;;;x,,,,,,,,,,
nobelian6Desc;Success! Inspiration strikes you, as ideas flow into your mind from beyond. Hopefully you can remember more than a few fragments of this afterwards.;;;;;;;;;x,,,,,,,,,
EVTOPTA_nobelian6;Praise Nobel!;;;;;;;;;x,,,,,,,,,,
nobelian7Desc;As the sacred steam fills your lungs, your head swims with otherworldly visions. But these do not reveal useful secrets, but horrifying and unsettling images. You scream, clutching at the sides of the door, trying to escape. Perhaps you will learn something from this, but even if you do, it will be a high price to pay for knowledge.;;;;;;;;;x,,,,
EVTOPTA_nobelian7;Help Me!;;;;;;;;;x,,,,,,,,,,
nobelian8Desc;As you prepare to enter the sacred sauna, your Mentor stops you. They've heard of several rare ingredients that can enhance the sacred steam such that it is far more likely to yield success, but it will cost money to find and gather these ingredients. They strongly advocate spending the time and money, however, claiming that your time will be spent much more fruitfully if you do.;;;;;;;;;x,,,,,,
EVTOPTA_nobelian8;Purchase them, then;;;;;;;;;x,,,,,,,,,
EVTOPTB_nobelian8;You are just trying to get more money for yourself! How about you do the job I pay you for?;;;;;;;;;x,,,,,,,,,,
nobelian9Desc;The European continent was once the land of Nobel, a land where men listened to his word and were enlightened by it. You have decided that you should go on a pilgrimage to the ancient sites of Europe, hoping there to uncover some fragment of Ancient knowledge, thought lost to time. But where shall you travel? Each region may yield different fruit.;;;;;;;;;x,,,,,,,
EVTOPTA_nobelian9;Scandinavia is the home of Nobel - let us search it.;;;;;;;;;x,,,,,,,,,,
EVTOPTB_nobelian9;Venerable Britain, whose ships sailed every sea.;;;;;;;;;x,,,,,,,,,
EVTOPTC_nobelian9;The West of Europe, land of Franks and Germans.;;;;;;;;;x,,,,,,,,,
EVTOPTD_nobelian9;See more options;;;;;;;;;x,,,,,,,,,,
